nomogram_id,voltage_kv,element_type,total_congestion_cost_index,hours_binding,days_binding,avg_shadow_price,max_shadow_price,primary_cause,cause_is_base_case,months_active,solar_hour_fraction,readable_name,utility,tpp_area,reconductoring_applicable,reconductoring_reason,match_quality,renewable_driven,renewable_type
34256_BORDEN  _70.0_34253_MADRAJCT_70.0_BR_1 _1,70.0,branch,48.07928,3,3,16.03,23.9,Base Case,True,2,0.333,Borden-Madrajct 70 kV,Unknown,,True,"70 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
38615_DS AMIGO_230_30790_PANOCHE _230_BR_1 _1,230.0,branch,47.12983,1,1,47.13,47.13,PG1 GATES-LOSBNS_1 500,False,1,1.0,Ds Amigo-Panoche 230 kV,PG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
31656_PALERMO _60.0_31658_BANGOR  _60.0_BR_1 _1,,branch,47.11116,5,4,9.42,34.38,PG1 COLGAT 230-60 BK3,False,1,0.6,Palermo-Bangor 60 kV,PG&E,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,likely,mixed
31080_HUMBOLDT_60.0_31088_HMBLT JT_60.0_BR_1 _1,,branch,46.85164,2,1,23.43,45.48,Base Case,True,1,0.0,Humboldt-Hmblt Jt 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
35356_MNTA VSA_115_30705_MONTAVIS_230_XF_2,230.0,transformer,46.02047,1,1,46.02,46.02,PG1 MNTVIS 230-115 BK3,False,1,0.0,Mnta Vsa 230 kV Transformer,PG&E,,False,"Transformer, not a transmission line",parsed,False,load/other
34858_MDWY_P_S_70.0_34854_MCKTTRCK_70.0_BR_1 _1,70.0,branch,40.808600000000006,5,1,8.16,8.44,Base Case,True,1,1.0,Mdwy P S-Mckttrck 70 kV,Unknown,,True,"70 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
33008_GRIZLYJ2_115_32780_CLARMNT _115_BR_2 _1,115.0,branch,39.55655,1,1,39.56,39.56,PG1 SOBRNT-MORAGA 115,False,1,1.0,Grizlyj2-Clarmnt 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
39070_AERAVIC1_115_34778_FELLOWS _115_BR_1 _1,115.0,branch,38.90933,4,2,9.73,12.59,PG1 MIDWAY-TAFT 115_M,False,2,0.75,Aeravic1-Fellows 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
34861_TAFT A_J_70.0_34863_MOCO_JCT_70.0_BR_1 _1,70.0,branch,36.9358,2,2,18.47,27.48,Base Case,True,2,0.0,Taft A J-Moco Jct 70 kV,Unknown,,True,"70 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
35752_JENING J_60.0_35753_EVERGREN_60.0_BR_1 _1,,branch,36.41874,2,1,18.21,29.88,Base Case,True,1,0.0,Jening J-Evergren 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
33357_SAN MATO_60.0_33358_BERESFRD_60.0_BR_1 _1,,branch,35.66112,1,1,35.66,35.66,PG1 MARTIN-JEFRSN 230,False,1,1.0,San Mato-Beresfrd 60 kV,PG&E,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
22008_ASH     _69.0_22012_ASH   TP_69.0_BR_1 _1,69.0,branch,34.79924,8,4,4.35,8.45,SD1 ESCNDO-LILIAC 69,False,3,0.875,Ash-Ash   Tp 69 kV,SDG&E,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
31696_CNTRVLLE_60.0_31704_CLARK RD_60.0_BR_1 _1,,branch,33.567409999999995,4,2,8.39,28.16,Base Case,True,2,0.75,Cntrvlle-Clark Rd 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
34256_BORDEN  _70.0_34262_CASSIDY _70.0_BR_1 _1,70.0,branch,33.20873,1,1,33.21,33.21,Base Case,True,1,0.0,Borden-Cassidy 70 kV,Unknown,,True,"70 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
30348_BRIGHTON_230_30500_BELLOTA _230_BR_1 _1,230.0,branch,32.94641,3,1,10.98,12.89,PG1 TBLMTN 500-230 BK5,False,1,0.0,Brighton-Bellota 230 kV,PG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
33610_VLLY SPS_60.0_33619_AMFOR_SW_60.0_BR_1 _1,,branch,32.896100000000004,2,1,16.45,16.5,Base Case,True,1,1.0,Vlly Sps-Amfor Sw 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
32376_BONNIE N_60.0_32367_CPEHRNTP_60.0_BR_1 _1,,branch,32.725809999999996,8,8,4.09,8.77,Base Case,True,3,0.125,Bonnie N-Cpehrntp 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
34412_HERNDON _115_34422_CHLDHOSP_115_BR_1 _1,115.0,branch,32.33692,1,1,32.34,32.34,Base Case,True,1,0.0,Herndon-Chldhosp 115 kV,Unknown,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
30440_TULUCAY _230_30460_VACA-DIX_230_BR_1 _1,230.0,branch,30.77557,1,1,30.78,30.78,PG1 LAKVIL-VACADX 230 1,False,1,0.0,Tulucay-Vaca-Dix 230 kV,PG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
31677_GRS F JT_60.0_31689_ELIZ TWN_60.0_BR_1 _1,,branch,29.849980000000002,5,3,5.97,11.31,Base Case,True,1,0.8,Grs F Jt-Eliz Twn 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
33208_MARTIN C_115_33307_MILLBRAE_115_BR_1 _1,115.0,branch,29.506300000000003,2,2,14.75,16.65,Base Case,True,2,0.0,Martin C-Millbrae 115 kV,Unknown,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
32366_CISCO GR_60.0_32372_SPAULDNG_60.0_BR_1 _1,,branch,28.23969,1,1,28.24,28.24,PG1 DRUM-RIOOSO 115 1_M,False,1,0.0,Cisco Gr-Spauldng 60 kV,PG&E,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
32380_WEMR SWS_60.0_32382_FORST HL_60.0_BR_1 _1,,branch,27.3631,6,5,4.56,10.49,Base Case,True,4,0.5,Wemr Sws-Forst Hl 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,likely,mixed
31597_DESCHTP1_60.0_31592_DESCHUTS_60.0_BR_1 _1,,branch,26.70833,4,3,6.68,16.32,Base Case,True,3,0.5,Deschtp1-Deschuts 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,likely,mixed
33932_MELONES _115_33934_TULLOCH _115_BR_1 _1,115.0,branch,26.109099999999998,4,3,6.53,10.01,Base Case,True,2,0.75,Melones-Tulloch 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
22430_SILVERGT_230_22597_OLDTWNTP_230_BR_1 _1,230.0,branch,26.09915,1,1,26.1,26.1,SD1 SLVRGT-OLDTWN 230,False,1,0.0,Silvergt-Oldtwntp 230 kV,SDG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
32341_BEALE1J1_60.0_32353_WHTLND1 _60.0_BR_1 _1,,branch,25.68895,3,2,8.56,9.79,PG1 PALRMO-COLGAT_M 230,False,1,0.667,Beale1J1-Whtlnd1 60 kV,PG&E,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
32479_BOWMNTAP_60.0_32374_DRUM    _60.0_BR_1 _1,,branch,23.811860000000003,2,1,11.91,18.13,Base Case,True,1,0.5,Bowmntap-Drum 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,likely,mixed
22597_OLDTWNTP_230_22504_MISSION _230_BR_1 _1,230.0,branch,21.79401,1,1,21.79,21.79,SD1 SXCYN-PQUTOS 230,False,1,1.0,Oldtwntp-Mission 230 kV,SDG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
30567_TES JCT _230_30700_SANMATEO_230_BR_1 _1,230.0,branch,19.93389,1,1,19.93,19.93,PG1 NEWARK-RAVENS 230,False,1,0.0,Tes Jct-Sanmateo 230 kV,PG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
34418_KINGSBRG_115_34419_WAUKENA _115_BR_1 _1,115.0,branch,19.67681,1,1,19.68,19.68,Base Case,True,1,1.0,Kingsburg-Waukena 115 kV,Unknown,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
33506_STANISLS_115_33948_RVRBK J2_115_BR_1 _1,115.0,branch,17.85981,3,1,5.95,7.02,Base Case,True,1,0.0,Stanisls-Rvrbk J2 115 kV,Unknown,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
32786_OAKLAND _115_32790_STATIN X_115_BR_2 _1,115.0,branch,17.43419,1,1,17.43,17.43,PG1 OAK C-OAK X 115 3,False,1,1.0,Oakland-Statin X 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
24087_MAGUNDEN_230_24115_PASTORIA_230_BR_2 _1,230.0,branch,17.39225,7,1,2.48,5.25,SC1 MAGNDN-PASTRA_3 230,False,1,1.0,Magunden-Pastoria 230 kV,SCE,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
34519_LPNJCTSS_115_34429_GWF_HEP _115_BR_1 _1,115.0,branch,16.72766,1,1,16.73,16.73,Base Case,True,1,0.0,Lpnjctss-Gwf Hep 115 kV,Unknown,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
24036_EAGLROCK_230_24059_GOULD   _230_BR_1 _1,230.0,branch,16.47011,2,1,8.24,15.12,Base Case,True,1,0.0,Eaglrock-Gould 230 kV,Unknown,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
34107_CERTANTP_115_34103_CHWCGNJT_115_BR_1 _1,115.0,branch,15.33117,3,1,5.11,13.1,Base Case,True,1,1.0,Certantp-Chwcgnjt 115 kV,Unknown,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
22831_SYCAMORE_138_22124_CHCARITA_138_BR_1 _1,138.0,branch,12.92243,1,1,12.92,12.92,SD1 SXCYN-PQUTOS 230,False,1,1.0,Sycamore-Chcarita 138 kV,SDG&E,,True,"138 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
22440_MELROSE _69.0_22442_MELRSETP_69.0_BR_1 _1,69.0,branch,12.764740000000002,2,2,6.38,9.44,SD1 PNDLTN-SANLUS 69,False,2,0.5,Melrose-Melrsetp 69 kV,SDG&E,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,likely,mixed
35353_MT VIEW _115_35356_MNTA VSA_115_BR_1 _1,115.0,branch,12.29701,1,1,12.3,12.3,PG1 MNTVIS-JEFRSN 230 1_M,False,1,1.0,Mt View-Mnta Vsa 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
36006_PT MRTTI_60.0_36007_CRUSHER _60.0_BR_1 _1,,branch,12.15457,3,1,4.05,8.16,Base Case,True,1,1.0,Pt Mrtti-Crusher 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
30875_MC CALL _230_34370_MC CALL _115_XF_1 _P,230.0,transformer,9.693459999999998,3,2,3.23,6.95,PG1 MCCALL 230-115 BK2,False,1,0.0,Mc Call 230 kV Transformer,PG&E,,False,"Transformer, not a transmission line",parsed,False,load/other
30055_GATES1  _500_30900_GATES   _230_XF_12_P,500.0,transformer,9.68468,2,1,4.84,4.93,PG1 GATES 500-230 BK11,False,1,1.0,Gates 500 kV Transformer,PG&E,,False,"Transformer, not a transmission line",parsed,True,solar
30500_BELLOTA _230_30501_BLLTA 1M_ 1.0_XF_1,230.0,transformer,9.57245,2,2,4.79,5.41,PG1 BELOTA 230-115 BK2,False,1,1.0,Bellota 230 kV Transformer,PG&E,,False,"Transformer, not a transmission line",parsed,True,solar
22652_PENSQTOS_230_22596_OLD TOWN_230_BR_1 _1,230.0,branch,9.3935,1,1,9.39,9.39,SD2 ML-SX+SX-OM-ML 230,False,1,0.0,Penasquitos-Old Town 230 kV,SDG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
22512_MONSRATE_69.0_22524_MORHILTP_69.0_BR_1 _1,69.0,branch,8.7367,1,1,8.74,8.74,SD1 PNDLTN-SANLUS 69,False,1,1.0,Monsrate-Morhiltp 69 kV,SDG&E,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
30330_RIO OSO _230_30348_BRIGHTON_230_BR_1 _1,230.0,branch,8.39883,2,2,4.2,7.81,PG1 TBLMTN 500-230 BK5,False,1,0.0,Rio Oso-Brighton 230 kV,PG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
24042_ELDORDO _500_26048_MCCULLGH_500_BR_1 _1,500.0,branch,8.20776,1,1,8.21,8.21,SC1 LUGO-LUDLO-MOHV1 500,False,1,1.0,Eldordo-Mccullgh 500 kV,SCE,,False,"500 kV line - likely stability-limited, reconductoring won't increase capacity",parsed,True,solar
31092_MPLE CRK_60.0_31094_RUSS RCH_60.0_BR_1 _1,,branch,7.32993,3,2,2.44,2.9,Base Case,True,1,1.0,Mple Crk-Russ Rch 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
22420_SILVERGT_69.0_22548_NATNLCTY_69.0_BR_1 _1,69.0,branch,7.20934,1,1,7.21,7.21,SD2 MIGUEL-MSION 1+2 230,False,1,1.0,Silvergt-Natnlcty 69 kV,SDG&E,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
30250_CARIBOU _230_30255_CARBOU M_ 1.0_XF_11,230.0,transformer,7.141859999999999,2,2,3.57,6.7,Base Case,True,1,0.5,Caribou 230 kV Transformer,Unknown,,False,"Transformer, not a transmission line",parsed,likely,mixed
22480_MIRAMAR _69.0_22484_MIRAMAR1_69.0_1_1,69.0,branch,7.117660000000001,2,2,3.56,3.86,SD1 SXCYN-SCRIPS 69,False,2,0.5,22480_MIRAMAR _69.0_22484_MIRAMAR1_69.0_1_1,SDG&E,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,likely,mixed
35101_SN LNDRO_115_35113_DMTAR_SL_115_BR_1 _1,115.0,branch,6.556570000000001,2,1,3.28,3.83,PG1 PITTSP-EASTSH 230,False,1,0.0,San Leandro-Dmtar Sl 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
31204_UKIAH   _115_38020_CITY UKH_115_BR_1 _1,115.0,branch,6.31419,4,3,1.58,2.83,Base Case,True,1,0.75,Ukiah-City Ukh 115 kV,Unknown,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
22524_MORHILTP_69.0_22440_MELROSE _69.0_BR_1 _1,69.0,branch,6.187519999999999,3,2,2.06,3.55,SD1 PNDLTN-SANLUS 69,False,2,1.0,Morhiltp-Melrose 69 kV,SDG&E,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
31067_ARC_JT2X_60.0_31056_JANCK TP_60.0_BR_1 _1,,branch,5.43594,1,1,5.44,5.44,Base Case,True,1,1.0,Arc Jt2X-Janck Tp 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
31593_COWCREEK_60.0_31589_BEAR CRK_60.0_BR_1 _1,,branch,5.30906,1,1,5.31,5.31,Base Case,True,1,0.0,Cowcreek-Bear Crk 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
33530_KASSONJ2_115_33548_TRACY   _115_BR_1 _1,115.0,branch,5.25839,1,1,5.26,5.26,PG1 TESLA-SCHLTE_1 115_M,False,1,1.0,Kassonj2-Tracy 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
30622_EIGHT MI_230_30624_TESLA E _230_BR_1 _1,230.0,branch,4.94077,1,1,4.94,4.94,PG1 TBLMTN 500-230 BK5,False,1,0.0,Eight Mi-Tesla E 230 kV,PG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
33315_RAVENSWD_115_35350_AMES BS _115_BR_2 _1,115.0,branch,4.88926,1,1,4.89,4.89,PG1 NEWARK-RAVENS 230,False,1,0.0,Ravenswd-Ames Bs 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
36008_GREN VLY_60.0_35901_GRN VALY_115_XF_1,115.0,transformer,4.65531,2,1,2.33,2.88,Base Case,True,1,1.0,Gren Vly 115 kV Transformer,Unknown,,False,"Transformer, not a transmission line",parsed,True,solar
32342_E.NICOLS_60.0_32353_WHTLND1 _60.0_BR_1 _1,,branch,3.85948,1,1,3.86,3.86,PG1 PALRMO-COLGAT_M 230,False,1,1.0,E.Nicols-Whtlnd1 60 kV,PG&E,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
24386_MESA CAL_500_24392_MESA2I  _13.8_XF_2H,500.0,transformer,3.80941,1,1,3.81,3.81,Base Case,True,1,1.0,Mesa Cal 500 kV Transformer,Unknown,,False,"Transformer, not a transmission line",parsed,True,solar
22688_RINCON  _69.0_22870_VALCNTR _69.0_BR_1 _1,69.0,branch,3.6691200000000004,3,2,1.22,2.42,SD1 ASH-FELCTA-VLCNTR 69,False,1,1.0,Rincon-Valcntr 69 kV,SDG&E,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
34736_MAGUNDEN_115_34735_MAGUDN J_115_BR_1 _1,115.0,branch,3.55047,1,1,3.55,3.55,PG1 WESTPK LD2 115_M,False,1,0.0,Magunden-Magudn J 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
22016_AVCADOTP_69.0_22020_AVOCADO _69.0_BR_1 _1,69.0,branch,3.52938,1,1,3.53,3.53,SD1 PNDLTN-SANLUS 69,False,1,1.0,Avcadotp-Avocado 69 kV,SDG&E,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
30881_HENRIETA_230_34430_HENRETTA_115_XF_3,230.0,transformer,3.19463,1,1,3.19,3.19,PG1 MCCALL-MSTANS 230,False,1,0.0,Henrieta 230 kV Transformer,PG&E,,False,"Transformer, not a transmission line",parsed,False,load/other
22324_GLENCLIF_69.0_22328_GLNCLFTP_69.0_BR_1 _1,69.0,branch,3.0957299999999996,4,3,0.77,2.55,Base Case,True,3,0.5,Glenclif-Glnclftp 69 kV,Unknown,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,likely,mixed
22716_SANLUSRY_230_24131_S.ONOFRE_230_BR_3 _1,230.0,branch,2.11588,1,1,2.12,2.12,SC1 PVERDE-COLRIV_1 500,False,1,1.0,Sanlusry-S.Onofre 230 kV,SCE,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
22388_KYOCRATP_69.0_22384_KYOCERA _69.0_BR_1 _1,69.0,branch,1.7679,1,1,1.77,1.77,Base Case,True,1,1.0,Kyocratp-Kyocera 69 kV,Unknown,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
32990_MARTINEZ_115_33014_ALHAMTP1_115_BR_1 _1,115.0,branch,1.76244,1,1,1.76,1.76,PG1 PITTSP BUS D 230_M,False,1,0.0,Martinez-Alhamtp1 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
35919_SOLEDAD _115_36064_SOLEDAD _60.0_XF_4,115.0,transformer,1.46681,1,1,1.47,1.47,Base Case,True,1,1.0,Soledad 115 kV Transformer,Unknown,,False,"Transformer, not a transmission line",parsed,True,solar
35919_SOLEDAD _115_36064_SOLEDAD _60.0_XF_5,115.0,transformer,1.46681,1,1,1.47,1.47,Base Case,True,1,1.0,Soledad 115 kV Transformer,Unknown,,False,"Transformer, not a transmission line",parsed,True,solar
22288_FELICITA_69.0_22012_ASH   TP_69.0_BR_1 _1,69.0,branch,1.22576,2,2,0.61,1.09,SD1 ESCNDO-LILIAC 69,False,2,0.5,Felicita-Ash   Tp 69 kV,SDG&E,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,likely,mixed
30900_GATES   _230_30935_ARCO    _230_BR_1 _1,230.0,branch,1.19401,1,1,1.19,1.19,PG1 LOSBNS-MIDWAY 500 2,False,1,1.0,Gates-Arco 230 kV,PG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
22644_PENSQTOS_69.0_22444_MESA RIM_69.0_BR_2 _1,69.0,branch,1.09536,1,1,1.1,1.1,SD1 SXCYN-SCRIPS 69,False,1,1.0,Penasquitos-Mesa Rim 69 kV,SDG&E,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
34269_BIOMSJCT_70.0_34268_MENDOTA _70.0_BR_1 _1,70.0,branch,0.99541,1,1,1.0,1.0,Base Case,True,1,0.0,Biomsjct-Mendota 70 kV,Unknown,,True,"70 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
22336_GRANITE _69.0_22340_GRANITTP_69.0_BR_1 _1,69.0,branch,0.95853,1,1,0.96,0.96,Base Case,True,1,0.0,Granite-Granittp 69 kV,Unknown,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
31368_GYSRVLLE_60.0_31370_CLVRDLJT_60.0_BR_1 _1,,branch,0.65963,1,1,0.66,0.66,Base Case,True,1,1.0,Gysrvlle-Cloverdale Junction 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
32224_CHCGO PK_115_32232_HIGGINS _115_BR_1 _1,115.0,branch,0.49333,1,1,0.49,0.49,Base Case,True,1,0.0,Chcgo Pk-Higgins 115 kV,Unknown,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
22020_AVOCADO _69.0_22508_MNSRATTP_69.0_BR_1 _1,69.0,branch,0.44412,1,1,0.44,0.44,SD1 AV-MNSRTE-PNDLTN 69,False,1,1.0,Avocado-Mnsrattp 69 kV,SDG&E,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
35753_EVERGREN_60.0_35636_EVRGREEN_115_XF_1,115.0,transformer,0.32121,1,1,0.32,0.32,Base Case,True,1,1.0,Evergren 115 kV Transformer,Unknown,,False,"Transformer, not a transmission line",parsed,True,solar
OMS_16905159_Devers230Bus_NG,,branch,-0.00131,1,1,-0.0,0.0,Base Case,True,1,0.0,OMS_16905159_Devers230Bus_NG,SCE,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
RM_TM21_NG,,branch,-2.85975,1,1,-2.86,0.0,Base Case,True,1,0.0,RM_TM21_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
OMS_17719058_TL23030_NG,,branch,-3.31471,2,1,-1.66,0.0,Base Case,True,1,1.0,OMS_17719058_TL23030_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
OMS_19012639_Devers230Bus_NG,,branch,-3.6312800000000003,2,1,-1.82,0.0,Base Case,True,1,1.0,OMS_19012639_Devers230Bus_NG,SCE,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
7820_TL 50002_IV-NG-OUT_SOS,,branch,-5.25942,4,3,-1.31,0.0,Base Case,True,1,0.0,7820_TL 50002_IV-NG-OUT_SOS,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
OMS_18632495_Pastoria_CB542_NG,,branch,-5.77838,1,1,-5.78,0.0,Base Case,True,1,0.0,OMS_18632495_Pastoria_CB542_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
7410_CP26_NG,,branch,-8.22138,3,2,-2.74,0.0,Base Case,True,2,1.0,7410_CP26_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
RM_TM12_NG,,branch,-10.298480000000001,2,1,-5.15,0.0,Base Case,True,1,0.0,RM_TM12_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
33535_SFWY_TP2_115_33549_GWFTRACY_115_BR_2 _1,115.0,branch,-19.823529999999998,17,7,-1.17,10.13,PG1 TESLA-SCHLTE_1 115_M,False,2,0.294,Sfwy Tp2-Gwftracy 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
7510-PAS-BAI-PAR-OOS_NG,,branch,-20.467919999999996,5,4,-4.09,0.0,Base Case,True,2,0.0,7510-PAS-BAI-PAR-OOS_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
OMS_17677775_Devers230Bus_NG,,branch,-23.37807,6,1,-3.9,0.0,Base Case,True,1,0.667,OMS_17677775_Devers230Bus_NG,SCE,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
7440_MetcalfImport_Mossld-Metclf,,branch,-29.80316,4,2,-7.45,0.0,Base Case,True,1,0.0,7440_MetcalfImport_Mossld-Metclf,PG&E,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
7450_ATWEL_SMYRNA_115_1,115.0,branch,-32.533229999999996,2,1,-16.27,0.0,Base Case,True,1,1.0,7450_ATWEL_SMYRNA_115_1,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
VC_TL_681B_export_NG,,branch,-38.001749999999994,13,10,-2.92,0.0,Base Case,True,4,0.077,VC_TL_681B_export_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
OMS 18315848_TL50005_NG,,branch,-38.46806,3,1,-12.82,0.0,Base Case,True,1,0.667,OMS 18315848_TL50005_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
7510-PAR-PAS-OOS_NG,,branch,-41.58742,3,3,-13.86,0.0,Base Case,True,2,0.0,7510-PAR-PAS-OOS_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
7820_TL 230S_IV-SX-OUT_NG,,branch,-46.07841,9,3,-5.12,0.0,Base Case,True,3,0.889,7820_TL 230S_IV-SX-OUT_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
OMS_17964727_COLRIV_2AA,,branch,-48.62961000000001,10,1,-4.86,0.0,Base Case,True,1,0.8,OMS_17964727_COLRIV_2AA,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
7720F_JHINDS_ALIS_NG,,branch,-53.68121000000001,9,2,-5.96,0.0,Base Case,True,1,0.0,7720F_JHINDS_ALIS_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
6410_CP7_NG,,branch,-65.72755000000001,14,6,-4.69,0.0,Base Case,True,3,0.643,6410_CP7_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
OMS_18485716_VINCNT_WHIRWD_NG,,branch,-69.93845,6,1,-11.66,0.0,Base Case,True,1,0.667,OMS_18485716_VINCNT_WHIRWD_NG,Unknown,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,True,solar
OMS_19554815_Devers230Bus_NG,,branch,-102.03855999999999,10,2,-10.2,0.0,Base Case,True,1,0.0,OMS_19554815_Devers230Bus_NG,SCE,,False,"Nomogram (multi-element constraint), not a physical line",nomogram,False,load/other
